lexeme	ambiguous	mode	model	score
휴직	0	weighted	w2v	42.3729
적금	0	weighted	w2v	42.3177
폭동	0	weighted	w2v	42.2627
한미일	0	weighted	w2v	42.2078
번호	1	weighted	w2v	42.2827
제의	1	weighted	w2v	42.3575
선대위	0	weighted	w2v	42.4321
님비	0	weighted	w2v	42.3773
은닉	0	weighted	w2v	42.4516
순천	0	weighted	w2v	42.5258
이메일	0	weighted	w2v	42.5997
징용	0	weighted	w2v	42.545
만혼	0	weighted	w2v	42.4904
채소	0	weighted	w2v	42.4359
암시	0	weighted	w2v	42.3816
충남	0	weighted	w2v	42.4552
열풍	0	weighted	w2v	42.5287
지번	0	weighted	w2v	42.4745
취하	0	weighted	w2v	42.4204
단축	0	weighted	w2v	42.4936
교신	0	weighted	w2v	42.4396
케이블	0	weighted	w2v	42.3858
에이스	0	weighted	w2v	42.3321
펜스	0	weighted	w2v	42.4051
세간	0	weighted	w2v	42.4779
오류	0	weighted	w2v	42.4242
불구	0	weighted	w2v	42.3707
이탈	0	weighted	w2v	42.3174
구조	1	weighted	w2v	42.2642
홀	0	weighted	w2v	42.2111
피자	0	weighted	w2v	42.1581
북극	0	weighted	w2v	42.1053
카운티	0	weighted	w2v	42.0526
지하	0	weighted	w2v	42.0
주전	0	weighted	w2v	41.9476
혈관	0	weighted	w2v	42.02
양자	0	weighted	w2v	41.9676
도발	1	weighted	w2v	41.9154
컨테이너	1	weighted	w2v	41.9876
진흥	0	weighted	w2v	42.0596
서울	1	weighted	w2v	42.0074
과장	1	weighted	w2v	41.9554
사체	0	weighted	w2v	41.9036
이니셔티브	0	weighted	w2v	41.8519
추후	0	weighted	w2v	41.9236
개편	1	weighted	w2v	41.9951
천체	0	weighted	w2v	42.0664
스승	0	weighted	w2v	42.1376
채용	1	weighted	w2v	42.2086
매너	0	weighted	w2v	42.1569
곡선	0	weighted	w2v	42.1053
평소	0	weighted	w2v	42.0538
피부	0	weighted	w2v	42.1245
도입	0	weighted	w2v	42.0732
바닥	0	weighted	w2v	42.0219
관장	1	weighted	w2v	42.0925
준용	0	weighted	w2v	42.1628
부지런	0	weighted	w2v	42.1117
한자	0	weighted	w2v	42.1818
창	0	weighted	w2v	42.1308
휴양	0	weighted	w2v	42.0798
병실	0	weighted	w2v	42.029
당일	0	weighted	w2v	41.9783
불리	0	weighted	w2v	41.9277
초안	0	weighted	w2v	41.8773
구위	0	weighted	w2v	41.8269
인생	1	weighted	w2v	41.8968
투구	0	weighted	w2v	41.8465
징표	0	weighted	w2v	41.7964
디저트	0	weighted	w2v	41.7464
지표	0	weighted	w2v	41.6965
구경	0	weighted	w2v	41.7661
다리	1	weighted	w2v	41.8355
고발	1	weighted	w2v	41.9048
만화	0	weighted	w2v	41.8549
공문	0	weighted	w2v	41.8052
의견	1	weighted	w2v	41.8743
소스	0	weighted	w2v	41.8246
강조	0	weighted	w2v	41.7751
제사	0	weighted	w2v	41.844
본교	0	weighted	w2v	41.7946
취향	0	weighted	w2v	41.8632
오엘이디	0	weighted	w2v	41.8139
투하	0	weighted	w2v	41.7647
의제	1	weighted	w2v	41.8331
고갈	1	weighted	w2v	41.784
민선	0	weighted	w2v	41.8523
야망	0	weighted	w2v	41.8033
화엄	0	weighted	w2v	41.8713
재건	0	weighted	w2v	41.9393
벌타	0	weighted	w2v	41.8903
헌화	0	weighted	w2v	41.8415
대담	0	weighted	w2v	41.7928
직계	0	weighted	w2v	41.7442
동진	0	weighted	w2v	41.6957
등재	0	weighted	w2v	41.7633
오빠	0	weighted	w2v	41.8308
압박	1	weighted	w2v	41.8981
재발	0	weighted	w2v	41.9653
성취	0	weighted	w2v	41.9169
황폐	0	weighted	w2v	41.8685
집착	0	weighted	w2v	41.8203
정신	1	weighted	w2v	41.7722
전생	0	weighted	w2v	41.8391
연회	0	weighted	w2v	41.9059
결선	0	weighted	w2v	41.8578
국력	0	weighted	w2v	41.8099
연명	0	weighted	w2v	41.762
가재	0	weighted	w2v	41.7143
이행	0	weighted	w2v	41.7808
학기	0	weighted	w2v	41.7332
기와	0	weighted	w2v	41.7995
주지	0	weighted	w2v	41.752
녹지	0	weighted	w2v	41.7045
비운	0	weighted	w2v	41.6572
남녀	0	weighted	w2v	41.61
숙소	0	weighted	w2v	41.6761
챔피언십	0	weighted	w2v	41.629
신변	0	weighted	w2v	41.5819
한눈	0	weighted	w2v	41.535
알짜	1	weighted	w2v	41.6009
격분	0	weighted	w2v	41.5541
과도	0	weighted	w2v	41.6198
출신	0	weighted	w2v	41.6854
연휴	0	weighted	w2v	41.6386
유	1	weighted	w2v	41.5919
덩크	0	weighted	w2v	41.5454
과테말라	0	weighted	w2v	41.4989
온기	0	weighted	w2v	41.4525
배차	0	weighted	w2v	41.4062
먼지	0	weighted	w2v	41.4716
아가	0	weighted	w2v	41.4254
브뤼셀	0	weighted	w2v	41.3793
취약	1	weighted	w2v	41.4444
결승	0	weighted	w2v	41.3984
간이	0	weighted	w2v	41.3525
표시	1	weighted	w2v	41.4175
비상	0	weighted	w2v	41.4823
조약	0	weighted	w2v	41.4365
징후	0	weighted	w2v	41.3907
이해	1	weighted	w2v	41.3451
폐기	1	weighted	w2v	41.2996
일체	0	weighted	w2v	41.2541
국비	0	weighted	w2v	41.2088
뉴요커	0	weighted	w2v	41.2733
폭우	0	weighted	w2v	41.3377
창가	0	weighted	w2v	41.2924
하순	0	weighted	w2v	41.2473
남극	0	weighted	w2v	41.2022
그늘	1	weighted	w2v	41.1572
표	1	weighted	w2v	41.1123
매물	0	weighted	w2v	41.0675
삭제	0	weighted	w2v	41.0229
감동	0	weighted	w2v	41.087
클럽	1	weighted	w2v	41.0423
허위	0	weighted	w2v	41.1063
저력	0	weighted	w2v	41.1701
도킹	0	weighted	w2v	41.1255
책방	0	weighted	w2v	41.0811
열기	0	weighted	w2v	41.1447
애도	0	weighted	w2v	41.1003
느낌	0	weighted	w2v	41.056
정선	0	weighted	w2v	41.0118
엘이디	0	weighted	w2v	40.9677
박막	0	weighted	w2v	40.9237
규범	0	weighted	w2v	40.8798
남	1	weighted	w2v	40.9432
반미	0	weighted	w2v	40.8994
문장	1	weighted	w2v	40.9626
당위	0	weighted	w2v	41.0256
관서	0	weighted	w2v	40.9819
재선	0	weighted	w2v	40.9382
만전	0	weighted	w2v	40.8946
식언	0	weighted	w2v	40.9574
짐작	0	weighted	w2v	40.9139
관성	0	weighted	w2v	40.9766
지탱	0	weighted	w2v	40.9332
미주	0	weighted	w2v	40.9958
짐	1	weighted	w2v	40.9524
역경	0	weighted	w2v	41.0148
샷	0	weighted	w2v	40.9715
해소	1	weighted	w2v	40.9283
증가	0	weighted	w2v	40.8851
마련	1	weighted	w2v	40.9474
본래	0	weighted	w2v	41.0095
가열	0	weighted	w2v	40.9664
원혼	0	weighted	w2v	40.9234
상환	0	weighted	w2v	40.8805
감지	0	weighted	w2v	40.8377
내역	0	weighted	w2v	40.8996
폭리	0	weighted	w2v	40.8568
동해	0	weighted	w2v	40.8142
사건	1	weighted	w2v	40.8759
덕	1	weighted	w2v	40.9375
파일	1	weighted	w2v	40.8949
살수	0	weighted	w2v	40.9563
준수	0	weighted	w2v	41.0177
엄	0	weighted	w2v	41.0788
당뇨	0	weighted	w2v	41.0363
완치	0	weighted	w2v	40.9938
굴복	1	weighted	w2v	41.0548
각자	0	weighted	w2v	41.0124
단결	0	weighted	w2v	40.9701
타도	0	weighted	w2v	41.0309
분석	0	weighted	w2v	40.9887
부검	0	weighted	w2v	41.0494
속보	0	weighted	w2v	41.0072
전역	1	weighted	w2v	40.9651
연간	1	weighted	w2v	40.9231
옥스팜	0	weighted	w2v	40.8811
제소	0	weighted	w2v	40.8393
국장	1	weighted	w2v	40.7975
소용	0	weighted	w2v	40.7559
직영	0	weighted	w2v	40.8163
복제	0	weighted	w2v	40.8767
마약	0	weighted	w2v	40.9369
가격	1	weighted	w2v	40.8952
패물	0	weighted	w2v	40.8537
가담	0	weighted	w2v	40.9137
추모	0	weighted	w2v	40.8722
군인	0	weighted	w2v	40.9321
화상	0	weighted	w2v	40.8907
기초	0	weighted	w2v	40.8493
박탈	0	weighted	w2v	40.9091
분신	0	weighted	w2v	40.8678
랭킹	0	weighted	w2v	40.8266
컵	0	weighted	w2v	40.7855
산물	0	weighted	w2v	40.7445
보고	1	weighted	w2v	40.804
한	1	weighted	w2v	40.8635
금상	0	weighted	w2v	40.9228
총탄	0	weighted	w2v	40.8818
본부	0	weighted	w2v	40.9409
덴버	0	weighted	w2v	41.0
감찰	0	weighted	w2v	40.959
무선	0	weighted	w2v	40.9182
중립	1	weighted	w2v	40.8774
음미	0	weighted	w2v	40.9363
선실	0	weighted	w2v	40.995
시멘트	0	weighted	w2v	40.9543
여세	0	weighted	w2v	40.9136
만년	1	weighted	w2v	40.9722
인솔	0	weighted	w2v	40.9316
패소	0	weighted	w2v	40.8911
비위	0	weighted	w2v	40.8506
실제	1	weighted	w2v	40.9091
보상	1	weighted	w2v	40.9674
동맹	0	weighted	w2v	41.0256
행사	1	weighted	w2v	40.9852
전이	0	weighted	w2v	40.9449
병역	0	weighted	w2v	41.0029
신시내티	0	weighted	w2v	41.0609
중원	0	weighted	w2v	41.0206
기재	0	weighted	w2v	40.9804
실태	0	weighted	w2v	40.9403
혁명	1	weighted	w2v	40.998
역내	0	weighted	w2v	41.0557
순진	0	weighted	w2v	41.0156
거사	0	weighted	w2v	41.0732
스텔스	0	weighted	w2v	41.1306
아시아	0	weighted	w2v	41.0906
남구	0	weighted	w2v	41.1479
서적	0	weighted	w2v	41.1079
투기	0	weighted	w2v	41.165
토익	0	weighted	w2v	41.1251
연방	0	weighted	w2v	41.0853
문자	0	weighted	w2v	41.0455
중령	0	weighted	w2v	41.1025
톨스토이	0	weighted	w2v	41.0628
변칙	0	weighted	w2v	41.1197
아래	1	weighted	w2v	41.1765
엔진	0	weighted	w2v	41.1368
탄자니아	0	weighted	w2v	41.0972
중소	0	weighted	w2v	41.0577
칩	0	weighted	w2v	41.1143
공	1	weighted	w2v	41.1708
통치	0	weighted	w2v	41.1314
강도	1	weighted	w2v	41.1877
횟수	0	weighted	w2v	41.1483
소라	0	weighted	w2v	41.109
수단	1	weighted	w2v	41.0697
히로시마	0	weighted	w2v	41.0305
불자	0	weighted	w2v	40.9914
체포	1	weighted	w2v	40.9524
호사	0	weighted	w2v	40.9134
스토리텔링	0	weighted	w2v	40.8745
번개	0	weighted	w2v	40.8357
채취	1	weighted	w2v	40.797
체증	1	weighted	w2v	40.7583
사우디아라비아	0	weighted	w2v	40.8144
이집트	0	weighted	w2v	40.8704
사견	0	weighted	w2v	40.9263
서로	0	weighted	w2v	40.8876
자정	0	weighted	w2v	40.8491
건설	1	weighted	w2v	40.9048
백신	1	weighted	w2v	40.9605
누	1	weighted	w2v	41.016
공식	0	weighted	w2v	41.0714
회비	0	weighted	w2v	41.0329
성곽	0	weighted	w2v	40.9944
아교	0	weighted	w2v	40.956
온난	0	weighted	w2v	41.0112
해전	0	weighted	w2v	40.9729
영동	0	weighted	w2v	40.9346
초봉	0	weighted	w2v	40.8964
밀접	0	weighted	w2v	40.9515
붕괴	0	weighted	w2v	41.0065
체벌	0	weighted	w2v	41.0615
발주	0	weighted	w2v	41.0233
절상	0	weighted	w2v	40.9851
웅덩이	0	weighted	w2v	40.9471
복역	0	weighted	w2v	41.0019
발문	0	weighted	w2v	41.0565
아이콘	0	weighted	w2v	41.0185
스테인리스	0	weighted	w2v	41.0731
입수	0	weighted	w2v	41.1275
이치	1	weighted	w2v	41.1819
큐레이터	0	weighted	w2v	41.1439
완주	0	weighted	w2v	41.106
득세	0	weighted	w2v	41.0681
철회	0	weighted	w2v	41.1224
상생	0	weighted	w2v	41.0846
대출	1	weighted	w2v	41.0468
멜로	0	weighted	w2v	41.0092
발족	0	weighted	w2v	41.0632
합격	1	weighted	w2v	41.1172
온천	0	weighted	w2v	41.0796
건립	1	weighted	w2v	41.042
영세	0	weighted	w2v	41.0959
목불인견	0	weighted	w2v	41.0584
행동	0	weighted	w2v	41.1121
양산	1	weighted	w2v	41.0747
전락	1	weighted	w2v	41.0373
먼로	0	weighted	w2v	41.0
동종	0	weighted	w2v	41.0536
설법	0	weighted	w2v	41.0163
소산	0	weighted	w2v	40.9791
역행	1	weighted	w2v	41.0326
무지	0	weighted	w2v	41.086
위배	0	weighted	w2v	41.0488
미흡	0	weighted	w2v	41.1021
대사	1	weighted	w2v	41.065
절전	0	weighted	w2v	41.028
심포지엄	0	weighted	w2v	41.0811
화합	1	weighted	w2v	41.0441
현관	0	weighted	w2v	41.0072
꼬투리	0	weighted	w2v	40.9704
상사	0	weighted	w2v	40.9336
이임	0	weighted	w2v	40.9865
법조	0	weighted	w2v	40.9498
생명	1	weighted	w2v	40.9132
그림자	0	weighted	w2v	40.8766
분담	0	weighted	w2v	40.84
업소	0	weighted	w2v	40.8036
화폐	0	weighted	w2v	40.8564
문의	1	weighted	w2v	40.82
학자	0	weighted	w2v	40.7836
소재	1	weighted	w2v	40.7473
학장	0	weighted	w2v	40.7111
육우	0	weighted	w2v	40.675
혼합	0	weighted	w2v	40.6389
육탄	0	weighted	w2v	40.6028
유품	0	weighted	w2v	40.5669
방치	1	weighted	w2v	40.6195
경악	0	weighted	w2v	40.5836
순위	0	weighted	w2v	40.5477
요건	0	weighted	w2v	40.6002
바퀴	0	weighted	w2v	40.5644
달력	0	weighted	w2v	40.6167
동안	1	weighted	w2v	40.669
일당	0	weighted	w2v	40.6332
무릎	0	weighted	w2v	40.5975
대	1	weighted	w2v	40.6497
가입	0	weighted	w2v	40.614
부	0	weighted	w2v	40.6661
빌딩	0	weighted	w2v	40.6305
말년	0	weighted	w2v	40.5949
언덕	0	weighted	w2v	40.6469
적지	0	weighted	w2v	40.6114
제언	0	weighted	w2v	40.5759
문학	0	weighted	w2v	40.5405
본지	0	weighted	w2v	40.5052
통학	0	weighted	w2v	40.47
시즌	0	weighted	w2v	40.4348
엄존	0	weighted	w2v	40.3997
보디빌딩	0	weighted	w2v	40.3646
청년	0	weighted	w2v	40.4163
나머지	1	weighted	w2v	40.4679
수정	1	weighted	w2v	40.4329
약국	0	weighted	w2v	40.3979
행정	0	weighted	w2v	40.4494
여자	1	weighted	w2v	40.5009
선점	0	weighted	w2v	40.4659
유서	0	weighted	w2v	40.431
아이티	1	weighted	w2v	40.4823
재고	0	weighted	w2v	40.5336
삼각	0	weighted	w2v	40.4987
난도	0	weighted	w2v	40.5498
신념	1	weighted	w2v	40.6009
선택	1	weighted	w2v	40.566
실시	1	weighted	w2v	40.5313
잔인	0	weighted	w2v	40.4966
대동	0	weighted	w2v	40.5475
교실	0	weighted	w2v	40.5128
다큐멘터리	0	weighted	w2v	40.4782
디	0	weighted	w2v	40.4437
석단	0	weighted	w2v	40.4092
이감	0	weighted	w2v	40.3748
진가	0	weighted	w2v	40.4255
핸드볼	0	weighted	w2v	40.4762
추진	1	weighted	w2v	40.4418
엄포	0	weighted	w2v	40.4075
기점	0	weighted	w2v	40.3732
바사리	0	weighted	w2v	40.339
산림	0	weighted	w2v	40.3048
전력	1	weighted	w2v	40.3553
각광	1	weighted	w2v	40.4057
주역	0	weighted	w2v	40.3716
강타	0	weighted	w2v	40.3376
스크린	0	weighted	w2v	40.3035
연마	0	weighted	w2v	40.2696
미네랄	0	weighted	w2v	40.2357
제도	1	weighted	w2v	40.2019
고문	1	weighted	w2v	40.2521
하이델베르크	0	weighted	w2v	40.2183
후반	0	weighted	w2v	40.2685
모형	0	weighted	w2v	40.3185
예루살렘	0	weighted	w2v	40.2848
메모리	0	weighted	w2v	40.3347
좌파	1	weighted	w2v	40.301
스페인	0	weighted	w2v	40.2673
탈퇴	0	weighted	w2v	40.2337
과민	0	weighted	w2v	40.2002
서포터스	0	weighted	w2v	40.1667
분노	0	weighted	w2v	40.1332
시민	1	weighted	w2v	40.0998
현물	0	weighted	w2v	40.0665
음역	0	weighted	w2v	40.0332
정식	0	weighted	w2v	40.083
오디션	0	weighted	w2v	40.0498
현실	1	weighted	w2v	40.0994
약체	0	weighted	w2v	40.0662
성명	1	weighted	w2v	40.1158
호박	0	weighted	w2v	40.1653
조각	1	weighted	w2v	40.2147
빈곤	1	weighted	w2v	40.1815
화병	0	weighted	w2v	40.1484
난간	0	weighted	w2v	40.1153
충동	0	weighted	w2v	40.1646
캠퍼스	0	weighted	w2v	40.2138
신속	0	weighted	w2v	40.2629
착수	0	weighted	w2v	40.312
후방	0	weighted	w2v	40.2789
마르크스	0	weighted	w2v	40.2459
도중	0	weighted	w2v	40.2129
신하	0	weighted	w2v	40.18
인천	0	weighted	w2v	40.1472
에티오피아	0	weighted	w2v	40.1961
관련	0	weighted	w2v	40.1633
원두	0	weighted	w2v	40.1305
상점	0	weighted	w2v	40.0978
딜레마	0	weighted	w2v	40.1466
신문	1	weighted	w2v	40.1953
프리랜서	0	weighted	w2v	40.2439
부식	0	weighted	w2v	40.2924
잔금	0	weighted	w2v	40.2597
폐품	0	weighted	w2v	40.2271
값	1	weighted	w2v	40.1945
개시	0	weighted	w2v	40.2429
세상	1	weighted	w2v	40.2913
아동	0	weighted	w2v	40.2587
요금	0	weighted	w2v	40.2262
당연	1	weighted	w2v	40.1937
논산	0	weighted	w2v	40.1613
외풍	0	weighted	w2v	40.2095
욕심	0	weighted	w2v	40.1771
여부	0	weighted	w2v	40.1448
동반	1	weighted	w2v	40.1929
철학	1	weighted	w2v	40.1606
건물	0	weighted	w2v	40.1284
발사	0	weighted	w2v	40.1764
나사렛	0	weighted	w2v	40.1442
황제	1	weighted	w2v	40.1922
무제	0	weighted	w2v	40.16
밀실	0	weighted	w2v	40.1279
발상	1	weighted	w2v	40.0958
끼	0	weighted	w2v	40.0638
학비	0	weighted	w2v	40.0319
신흥	0	weighted	w2v	40.0
자문	0	weighted	w2v	40.0478
오명	0	weighted	w2v	40.0159
인권	0	weighted	w2v	39.9841
채권	1	weighted	w2v	40.0318
성동	0	weighted	w2v	40.0794
응모	0	weighted	w2v	40.0476
뒤	1	weighted	w2v	40.0158
마니아	0	weighted	w2v	39.9842
쌍	0	weighted	w2v	40.0316
제주	1	weighted	w2v	40.0791
개관	0	weighted	w2v	40.1264
원수	0	weighted	w2v	40.0947
혼외	0	weighted	w2v	40.142
매도	1	weighted	w2v	40.1891
악수	0	weighted	w2v	40.1575
상기	1	weighted	w2v	40.2046
양성	0	weighted	w2v	40.173
우정	0	weighted	w2v	40.1414
중요	1	weighted	w2v	40.1884
영광	0	weighted	w2v	40.1569
직접	0	weighted	w2v	40.1254
완전	0	weighted	w2v	40.094
폐해	0	weighted	w2v	40.0626
흙	0	weighted	w2v	40.0313
정박	0	weighted	w2v	40.0
당선	1	weighted	w2v	39.9688
고아	0	weighted	w2v	40.0156
발인	0	weighted	w2v	39.9844
와중	0	weighted	w2v	40.0312
복수	0	weighted	w2v	40.0
법원	0	weighted	w2v	40.0467
실험	1	weighted	w2v	40.0155
부유	1	weighted	w2v	39.9845
엄격	0	weighted	w2v	39.9535
투혼	0	weighted	w2v	39.9225
출하	0	weighted	w2v	39.969
예매	0	weighted	w2v	39.9381
알선	0	weighted	w2v	39.9072
육로	0	weighted	w2v	39.8764
학년	0	weighted	w2v	39.9228
명언	0	weighted	w2v	39.892
리본	0	weighted	w2v	39.8612
팝콘	0	weighted	w2v	39.8305
개각	0	weighted	w2v	39.8768
도로	0	weighted	w2v	39.8462
전모	0	weighted	w2v	39.8155
트로피	0	weighted	w2v	39.7849
출근	0	weighted	w2v	39.7544
악단	0	weighted	w2v	39.7239
영토	0	weighted	w2v	39.6935
분량	0	weighted	w2v	39.7397
기내	0	weighted	w2v	39.7093
서커스	0	weighted	w2v	39.6789
창업	0	weighted	w2v	39.725
고유	0	weighted	w2v	39.771
창문	0	weighted	w2v	39.8169
상습	0	weighted	w2v	39.8628
소명	1	weighted	w2v	39.9086
중세	0	weighted	w2v	39.9543
측면	1	weighted	w2v	39.924
논의	1	weighted	w2v	39.9696
원인	1	weighted	w2v	40.0152
양심	0	weighted	w2v	40.0607
장착	0	weighted	w2v	40.0303
윤	0	weighted	w2v	40.0
산중	0	weighted	w2v	39.9697
인연	1	weighted	w2v	40.0151
형식	1	weighted	w2v	40.0605
적기	0	weighted	w2v	40.1057
삼성	1	weighted	w2v	40.0755
극지	0	weighted	w2v	40.0452
개	0	weighted	w2v	40.0151
강점	0	weighted	w2v	39.9849
은유	0	weighted	w2v	40.0301
구별	0	weighted	w2v	40.0752
입사	1	weighted	w2v	40.1202
발레리나	0	weighted	w2v	40.0901
한창	0	weighted	w2v	40.06
고로	0	weighted	w2v	40.03
공공	0	weighted	w2v	40.0
밑	1	weighted	w2v	40.0449
맨체스터	0	weighted	w2v	40.0898
사초	0	weighted	w2v	40.0598
망명	0	weighted	w2v	40.1046
익산	0	weighted	w2v	40.0746
팀	1	weighted	w2v	40.0447
모습	1	weighted	w2v	40.0894
원고	1	weighted	w2v	40.0596
누설	0	weighted	w2v	40.1042
쿠키	0	weighted	w2v	40.0743
은폐	0	weighted	w2v	40.0446
종료	0	weighted	w2v	40.0148
앱	0	weighted	w2v	40.0593
태세	0	weighted	w2v	40.0297
브루크너	0	weighted	w2v	40.0741
중도	1	weighted	w2v	40.0444
장	1	weighted	w2v	40.0888
시연	0	weighted	w2v	40.0591
관측	1	weighted	w2v	40.0295
사임	1	weighted	w2v	40.0
무능	0	weighted	w2v	39.9705
절도	0	weighted	w2v	39.941
원유	0	weighted	w2v	39.9116
친숙	0	weighted	w2v	39.9558
착오	0	weighted	w2v	39.9265
극복	0	weighted	w2v	39.9706
구속	1	weighted	w2v	39.9413
부여	1	weighted	w2v	39.912
승점	0	weighted	w2v	39.956
진료	0	weighted	w2v	39.9267
이송	0	weighted	w2v	39.9707
남발	0	weighted	w2v	39.9415
백색	0	weighted	w2v	39.9123
병장	0	weighted	w2v	39.8831
특종	0	weighted	w2v	39.927
무과	0	weighted	w2v	39.9708
굴곡	0	weighted	w2v	39.9417
명령	1	weighted	w2v	39.9854
어머니	1	weighted	w2v	40.0291
고난	0	weighted	w2v	40.0727
브레이크	0	weighted	w2v	40.0436
연료	0	weighted	w2v	40.0871
지연	1	weighted	w2v	40.1306
석방	0	weighted	w2v	40.174
허탈	0	weighted	w2v	40.2174
지점	1	weighted	w2v	40.2607
낙천	0	weighted	w2v	40.2315
학교	0	weighted	w2v	40.2748
서초	0	weighted	w2v	40.2457
코스닥	0	weighted	w2v	40.2166
배드민턴	0	weighted	w2v	40.1876
대일	0	weighted	w2v	40.1586
한인	0	weighted	w2v	40.2017
귀순	0	weighted	w2v	40.1728
직속	0	weighted	w2v	40.2158
엑스코	0	weighted	w2v	40.1869
문서	0	weighted	w2v	40.2299
이슬람	0	weighted	w2v	40.201
마무리	0	weighted	w2v	40.1722
양당	0	weighted	w2v	40.1434
유무	0	weighted	w2v	40.1146
동부	1	weighted	w2v	40.1575
체조	0	weighted	w2v	40.1288
구청	0	weighted	w2v	40.1001
교화소	0	weighted	w2v	40.0714
내일	1	weighted	w2v	40.1142
학칙	0	weighted	w2v	40.1569
전체	0	weighted	w2v	40.1283
구	1	weighted	w2v	40.1709
핵	1	weighted	w2v	40.2135
간행	0	weighted	w2v	40.1849
환불	0	weighted	w2v	40.1564
협업	1	weighted	w2v	40.1989
도서	0	weighted	w2v	40.1703
기형	0	weighted	w2v	40.1418
학내	0	weighted	w2v	40.1843
세기	1	weighted	w2v	40.2266
누적	0	weighted	w2v	40.2689
제어	0	weighted	w2v	40.2405
본관	0	weighted	w2v	40.212
허무	0	weighted	w2v	40.1836
정서	1	weighted	w2v	40.2258
자살	1	weighted	w2v	40.268
접대	0	weighted	w2v	40.2396
백성	0	weighted	w2v	40.2817
국법	0	weighted	w2v	40.3237
초딩	0	weighted	w2v	40.2954
방관	0	weighted	w2v	40.3373
서구	1	weighted	w2v	40.309
둔치	0	weighted	w2v	40.3509
국방	0	weighted	w2v	40.3927
실패	1	weighted	w2v	40.3644
흔적	0	weighted	w2v	40.4062
응시	0	weighted	w2v	40.3779
품귀	0	weighted	w2v	40.3497
철로	0	weighted	w2v	40.3215
건강	1	weighted	w2v	40.3631
터키	1	weighted	w2v	40.335
할부	0	weighted	w2v	40.3068
실익	0	weighted	w2v	40.3484
성패	0	weighted	w2v	40.3203
출범	1	weighted	w2v	40.3619
캠프	1	weighted	w2v	40.4033
면목	0	weighted	w2v	40.4448
실정	1	weighted	w2v	40.4861
제기	1	weighted	w2v	40.458
지대	1	weighted	w2v	40.43
완충	0	weighted	w2v	40.4019
대우	1	weighted	w2v	40.4432
자제	1	weighted	w2v	40.4844
육박	0	weighted	w2v	40.4564
특정	0	weighted	w2v	40.4285
리그	1	weighted	w2v	40.4696
오차	0	weighted	w2v	40.4417
밀당	0	weighted	w2v	40.4138
수록	0	weighted	w2v	40.3859
아랍	0	weighted	w2v	40.3581
나중	1	weighted	w2v	40.3304
오이	0	weighted	w2v	40.3026
비선	0	weighted	w2v	40.3436
주도	1	weighted	w2v	40.3159
상승	1	weighted	w2v	40.2883
카디스	0	weighted	w2v	40.3292
찬성	0	weighted	w2v	40.3701
아스팔트	0	weighted	w2v	40.3425
헤어스타일	0	weighted	w2v	40.3833
수업	1	weighted	w2v	40.4241
한도	0	weighted	w2v	40.4648
형성	0	weighted	w2v	40.5055
종간	0	weighted	w2v	40.5461
스토리	0	weighted	w2v	40.5184
순도	0	weighted	w2v	40.4908
군민	0	weighted	w2v	40.4632
당	1	weighted	w2v	40.5037
호명	0	weighted	w2v	40.4762
향방	0	weighted	w2v	40.4487
진동	0	weighted	w2v	40.4891
문인	0	weighted	w2v	40.4616
이코노미스트	0	weighted	w2v	40.4342
이견	0	weighted	w2v	40.4746
주입	0	weighted	w2v	40.4472
교재	0	weighted	w2v	40.4198
방편	0	weighted	w2v	40.4601
불펜	0	weighted	w2v	40.4327
한계	0	weighted	w2v	40.4054
성질	0	weighted	w2v	40.3781
무심	0	weighted	w2v	40.3509
처음	0	weighted	w2v	40.3237
고지	1	weighted	w2v	40.2965
퇴치	0	weighted	w2v	40.3367
보건	0	weighted	w2v	40.3096
주례	0	weighted	w2v	40.2824
정관	0	weighted	w2v	40.2554
콘도	0	weighted	w2v	40.2283
긴축	0	weighted	w2v	40.2013
과목	0	weighted	w2v	40.2414
자동	1	weighted	w2v	40.2145
